user_id,name,fans,id_review,id_elite,id_tip
ddxxw81budnrhrrmjyoq4w,Nick,1,8590102203,0,0
ddzffvyvhscihylu5ug-da,Jenna,16,8589948526,8589934653,8589960553
de0zozwl6s0yzijb1uniaq,Saurabh,0,8590407183,0,0
deb2bjhuvecfe6zxewk5ya,Heidi,0,8590266157,0,0
debefmdeffom9miywgm97q,Conrad,4,8590225041,0,0
decurzwkuw8elqzfngef2q,TK,0,8590094727,0,0
deokmidt9-llf09vrk12lg,Bryan,1,8589949019,0,0
depi3mi0qrhb46pckjz7_q,Nikki,0,8590398549,0,0
deqiem5ltac4mmyltjxn7q,Ambrose,64,8590008289,8589937611,8589960600
dequodx5k3zqqn5r4efe0w,Channing,29,8590032542,8589939992,0
der1cdgidkqgstkcg5j8_g,Ferdiann,0,8590358553,0,0
derglrv94khd1kliat_p9w,Sheryl,2,8590015282,0,0
dew6vsaaong1ipe37crfyw,Prescy,0,8590418025,0,0
dewj5viresdh9pypuwcrya,Carolyn,0,8590137304,0,0
dex_letp0e6dawrime9jvg,Sherry,0,8590230672,0,0
deycug9fcj443ogq7k3sdw,Private,0,8590117043,0,0
df1nb2s0ydfqczvgqgpokq,Dan,0,8590312122,0,0
df5inuknul11saamcawhyg,Joey,18,8589958259,0,0
dfa21hlzktibit6rlqgm3q,Cyndi,1,8590129926,8589953094,0
dfa5blaoageqesq4d2spja,Diana,0,8590007463,0,0
dfadl0pmotionkokpkmmia,David,0,8590152593,0,0
dfb9zjwt0iadktgrt7c0zq,Armando,0,8590331990,0,0
dfdz2dd42x3mwprhirkkaw,Alexis,2,8590361901,0,8589960649
dfih6bhiw6_slnn5z39c4g,Steven,31,8589972219,8589935430,0
dflpta_b3x-vupy0fq_jrq,Sara,0,8590257105,0,8589960671
dfnsyl8cp3texlsu6vqdra,Vivian,1,8590237462,0,0
dfqdhuc17bp6tlhv9zitmw,Mich,0,8590340480,0,0
dfrhyz85s4mpsz_b8r3pwa,linda,5,8590385341,8589948771,0
dfrt7xxwce6cb6mcw2imhw,Kimberley,0,8589950137,0,0
dfxthaazutxipsqnij14cw,M. E,0,8590273907,0,0
dfyntbw--cylzbfz581kyq,Meghan,234,8589952580,8589935340,8589960705
dg3o67r7jqc1_7r07dttrw,Jay,0,8590188770,0,8589960715
dg8ltfqcg-s9p3-gxbn1rg,Jenny,19,8590125487,8589942006,0
dg_wicbbjoydoclutyegxw,River,0,8590267312,0,0
dgac4ai2dlirt-52xfpg3w,Darin,0,8590326432,0,0
dgdde7uqrufuggouucchxa,Cage,10,8590012766,8589936475,0
dgdsm7by4qxdosu9jbthdq,Nikkayla,1,8590041431,0,0
dgg8fz5wynz5mqutaolvra,Mark,0,8590120646,0,0
dggen-r1hlttfku7-tg4da,Rachel,0,8589946456,0,0
dgi7lt4-fmllzjzl-ohkla,David,8,8589952050,8589937774,8589960743
dgibivs01ctraccay0xi8g,Dancerholic,1,8590369758,0,0
dgkmhitypr34xnprmtqyma,Jenna,4,8590146950,8589942022,0
dglqspdrg5dqvyroytccpw,Gillian,0,8590244223,0,0
dglznovrccp95-8rlhsqqq,Andrew,15,8590034392,8589948062,0
dgm489ul3swc_m2bgqkyla,Kelsey,0,8590191921,0,8589960749
dgmmxwwwt8zi1nas5qg21w,Kristen,1,8590298952,0,8589960751
dgnd9ddqe5l6lli2tolf1a,Carolyn,74,8590099626,8589946669,0
dgqxxvcdaeu2eridbfh0sw,Lynette,0,8590313688,0,0
dgszsnrnwoaotd8wgf9wpg,Kevin,159,8589994864,8589945295,8589960764
dgt5bldj_-o1cmqbfnhf3g,Reginald,0,8590053721,0,0
dgu7aga2d1xxxusftlszrg,Joohee,5,8590102861,0,0
dgubdyaczalh-_khjxl4lg,K,1,8590025290,0,0
dgxn80d2drgsd5s8d_pzwq,Borat,7,8590085918,0,0
dgyokbzrskbgiux-4hohvg,Jean,0,8590117874,0,0
dgzzbyodg0jeyfavtcwjmq,Kortney,0,8590022352,0,0
dh-ieuct74fflg_odtjwrw,David,1,8589937901,0,0
dh3elwmrb37t4jfnktxawq,Jo,9,8590138513,8589939257,0
dh4y36mvgaepdkzea5cmyw,Jasmine,7,8590309221,8589940801,0
dh5621mqhtmnrfjo7-s03q,Joseph,4,8590235279,8589943799,8589960787
dh6otrg1ajz6qlzgbotcbq,Dawn,41,8590057576,8589943630,8589960790
dhcsytkyyrjevj58xzzlra,Danica,2,8590293072,0,0
dhfjx2yb_x9uvtbsxe42pq,n,1,8590105223,0,0
dhfx8xr3njyubiqiommfoq,Randall,0,8590094809,0,0
dhgaj8vlj_ynl6_mge_6gw,Melanie,0,8590385146,0,0
dhkennhl-apoi8vyhgjroq,Sean,0,8590330423,0,0
dhms5hlpibqkn_8vjvoweg,Rosana,0,8590234263,0,0
dhphykjmabxcoat5wkzrvg,Derick,0,8590330512,0,0
dhpiymhvjlnkxjgzeihhaw,Sean,0,8590312852,0,0
dhwm1bnzxvavsqlcqa9zxq,Joe,0,8589946389,0,8589960852
di-aehknmpqil42vdgkzqw,Roger,0,8590269138,0,0
di02xm9w7txilgnw2hhtyg,Cal,0,8590304034,0,8589960868
di3wjrbxyitvw-28zlm7uq,Doug,0,8590409742,0,0
di4ik9rajxyjrpl04mz7hw,Kelsey,1,8589944062,0,0
didcqivvjeqltjy7e5nt8q,Adam,13,8590088304,8589938325,0
dih3-pma8un3nrshrgzlbg,Corey,19,8590156134,8589952662,0
dikggmyw2socsgvqp2zxcg,Natalie,0,8590381512,0,8589960914
din2p5xdc5700bfa353lpg,Michael,0,8590385143,0,0
dinuras7lwj7ukzbb-s7xa,Jillian,0,8590299299,0,0
dipo8uswcw2z13bfuwbsmw,Allen,0,8590019924,0,8589960928
diqezx986kshhji7f-up1q,Cari,0,8590346634,0,0
disoknmiol_yt549obgiig,Michelle,0,8590101527,0,0
dispbwydowop9wkw5lolow,Shanequa,3,8590220640,8589949161,8589960934
diu-r19mcz5kx__uts_lqa,Lola,1,8590137743,0,0
diuat2b5lx8gqj1d529haq,Mikhail,3,8590072979,8589938401,8589960938
diuauly1kkzlhtaepz8tza,David,0,8590000796,0,0
diy4bngjbqut3i5b3ecyeg,Jennifer,1,8590357222,0,0
dize5490pmeftyppopzaxw,Patrick,0,8590292995,0,0
dizylkhnsup0fm0wj3ymxq,Greg,1,8590029349,0,0
dj8v-ha-1z_j6v5xjtcm4a,Jason,2,8590177433,0,0
djafprkbdv0ttbs-eu2hna,Margaret,1,8590028959,0,0
djb61x-vkg5pf16qm_wi5q,James,20,8589936536,8589944534,8589960975
dje9oykhymq4jdx4jvxjhq,Fernando,1,8590243318,0,0
djfujtlqvek2b292uymjzg,Myrna,1,8589967161,0,0
djh2kvjv7nyd1amio9vgeq,Matt,0,8590053209,0,0
djl4rswyv1ueyzr6liizxa,Char,1,8590161054,0,0
djllftwfvqr9xtj3kwehoa,Chris,0,8590248765,0,0
djmleppydtnkmnlppgt7ag,Jennifer,1,8590180405,0,0
djnopxhopi4agseot8qh5q,Martha,0,8590207895,0,0
djnqnq4mgqx0nmjheysvoq,Johanna,0,8590216040,0,0
djotcphp6tnlscrwrkk2vw,Alisha,0,8590249186,0,0
djpskvvubqcbid67dw3fla,Maple,0,8590059872,0,0
djq0-yudhhevzw-6_smpaq,Alex,0,8590226656,0,0
djsgzzb-ry4oc6iwvi4txa,J,0,8589978988,0,8589961023
djwhuuoguqp1civx0_0qqq,Vivienne,2,8590053026,0,8589961041
djy4gpy-rzkpmivmvs2l4a,Mr,0,8590189218,0,0
dk17vv0bdhw26n0ljuqmng,Sjauna,0,8590098805,0,0
dk1b0ii2-tlf7haxlvdtwg,Lulu,6,8590186689,0,0
dk672tbnchzpf490e63uva,Deborah,0,8590285838,0,0
dk7x0x5pdhy7-pou8gzwaq,Ariana,2,8589994211,0,0
dkakhpl2nmaiqthtozf6rg,Paul,1,8590266864,0,0
dkdeylo4g3pii_rkhleeiw,Fida,3,8590033136,0,0
dkebimahjbx-bnkufpdtzg,Dianne,1,8590377523,0,0
dkfghpr8ecgfjss0cedxfw,Donna,5,8589972909,8589945585,0
dkga_b6fqbb3rhir__lala,Jae,0,8589951253,0,8589961082
dkktpz8tex8qv4gt_otdhq,Sara,2,8589947708,8589945244,0
dkku1fgdar54tdwm_ifaeq,Sao,0,8589974313,0,0
dklll9lu1bu1cf4y6qyyvq,Kat,18,8590148200,8589941673,0
dkmrfvznjw-dcr6sdp9tfw,Han,0,8590268264,0,0
dkn4wgmerfoljhj9em8ftg,Bryan,0,8589948391,8589952436,8589961105
dknuq_jl2y8cgw_j4mmhog,Erika,2,8590334420,0,0
dkp04f3__hgoa1rhul8csq,Bryan,0,8590074337,0,0
dkp3qq3q6chne7rye-q51a,Alan,0,8590067920,0,8589961109
dkppavugwsgs60pkwfqx-q,Chris,1,8590044532,0,0
dkqfmmqyrggfzg0d6nd9mg,Ann,0,8590296309,0,0
dkrxjobrjvbp1ekuber8og,Dawn,0,8590166937,0,8589961118
dkuluooxplny8hb-gmlxiq,Steve,21,8590053708,8589947156,8589961127
dkxvghmcwrpd0p4quo2nna,Dave,0,8589943807,0,0
dkxzsdyrfbdn0iv7a5t-fq,Yoko,3,8590314519,0,0
dkzhvqjmayxf5cjcuokgka,Amethyst,0,8590181990,0,0
dl4zkqy-d3yyxqwq65izca,Anmry,16,8590229950,8589948544,0
dl_c3rhonsqezy7q7rrssq,Andrew,0,8590354095,0,0
dladqtxg2jmh-bgwzoyd5a,Pete,0,8590347978,0,0
dlbmbobfiuhf7yrfdeifuq,Justanotherguy,0,8589949284,0,0
dlczsxfgdutuyk5wi6h6sq,Ben,1,8589998724,8589943818,0
dldgcxqzqgyzx5dlxiyxaa,Osiris,90,8590060917,8589934768,0
dldrdfgm5ruhfeyk-5t7kg,Pat,0,8589971994,0,0
dlese4rhzlu-uldxzkpa0w,Abraham,0,8590029588,0,0
dlfopitv0xqi-bfn1o9n2w,Bryn,0,8590167225,0,0
dlgcwr2johvjvrof4egmhq,Ana,0,8590381105,0,0
dlidkyddtrxbhzzu2eld8a,Chelsea,0,8589994371,0,8589961167
dljzfysofj7b55vb1lo_eg,R,0,8590279395,0,8589961170
dlkciiyd7_pwyodag-usma,Krystal,6,8590024240,0,0
dlldhj7lhpjrfmilpidozq,Janis,7,8589974985,8589945186,0
dlo6dvrb8bw1ilwuoqls5g,Margie,0,8589978755,0,0
dloyclb7xkorl-be9lnpna,Jennie,18,8589943023,8589935280,8589961180
dltejtaraa2hlkuk32lzhw,Ryan,12,8590051622,8589936069,0
dlui8uknrtwbzuzyuuxb1a,Amanda,2,8590135015,0,0
dlwl-l4mvauzrlbar8gt7a,Tia,0,8590103443,0,0
dlyduyzk1h0kds74pypm0q,Noam,1,8589997086,0,0
dlyrao7cid89jglfnwtt4g,Nathaniel,0,8589997182,0,8589961208
dlz6xgmb9me4sd2zw9y0ha,Leigh,4,8589989994,0,0
dm-2tf5ifabxtv30ecyi6q,Kimberley,9,8589946353,0,0
dm2pvd9v-hewm3ozplcznw,Rich,3,8589942907,8589935721,8589961213
dm2t5dn51tjb_m45nufufg,Dan,1,8590322116,0,0
dm6jivfkajrx0r8spb6-ja,Jaime,1,8590125671,0,0
dm7r4z2rzv9k6o8dg02zsw,Shannon,3,8590292235,8589942707,0
dm_tkvskslqyamsvsqxtgw,Bryan,1,8590343455,0,0
dmchfegzt0bpvt63pi2kjg,Cynthia,0,8590129076,0,0
dmd-6jtzreei1ehqvjed0q,Andrea,11,8589936052,8589937360,0
dmhidr-lnxot7ueeky0adg,Tom,0,8590171392,0,0
dmnankqk0fv92cu8dxvjza,Rick,1,8590063235,0,0
dmngfpnr-m051u6nmjd0ra,Kim,0,8590223479,0,0
dmpzvexqwvtwez-rzst6zw,Thomas,7,8590195691,8589943043,0
dmr7vn13-yuzn3kvvxmi6q,Julie,1,8590028726,0,0
dmrqmwci6yedh80ktjpbrg,Jessica,0,8590258351,0,0
dmttrahjaewpc7v4zpxkua,Levon,0,8590068334,0,0
dmyphpweckojgpiw7pejvg,B,0,8590096699,0,0
dmzsknkuv_7o9wrfsvllng,Christopher,2,8590006420,0,8589961290
dmzxoruvq6hzde_diqofta,SD,0,8589995397,0,0
dn-6anebxyqofjzlv5il-w,Sami,0,8590153805,0,8589961291
dn0qwujus6cwudugpyuava,Andy,1,8590417276,0,0
dn1rsg8adqlcekb97rhx1a,Kristin,1,8590218245,0,0
dn4l_tglbtpxg9sypvpz7g,Jo,0,8590073791,0,0
dn6e_ijmvkxhmtlqwduo0g,Don,1,8590232067,0,0
dn_syws9yqc4ncioze_q-g,Clark,0,8590406347,0,0
dnbk1jbolu_wg7h8wu5qsw,G,0,8590155934,0,0
dngn9mzkarykej2q5gb-da,Jasmin,22,8590011769,8589952135,0
dnhvmhmugo2eln-ojzdqba,Erica,18,8589943372,8589936567,0
dniwqmjoou9zd_3v7dgm6q,Jeremy,14,8589951647,8589939170,8589961329
dnjacdn9t0javytlmmpoyq,Eric,2,8590032205,0,0
dnjezikm9ur7psvi4dw1bq,Nick,0,8590089925,0,0
dnjgjvlxzfuqa6aqdu6qvw,Esther,4,8590398389,0,0
dnlqasydc2woryo3ri78qg,Chris Bowman,0,8590344763,0,0
dnmyqddwpumlnsih9nxpua,Les,0,8590312766,0,0
dnofvallph3sx83brgyhnw,Lyne,3,8590081591,0,0
dnqbuyo0n9_qeqerepy6kw,Lauren,6,8590297165,0,0
dnqje3igse24nxw5bmhutw,Robert,0,8590353440,0,0
dnqk6gypfkfkkh0_zjpg5g,Brent,2,8590235937,0,0
do2dz5ml3kkqcrvee4halg,Jeremy,0,8590415720,0,0
do3s6yl7ubaucrmhp6d50a,Ellie,0,8590076738,0,0
do4s-wh3wbl4g6u8tcwitq,Stacey,4,8589950089,0,8589961384
do5b1cojdvrpbd2xzi2wjg,Jacob,2,8590355013,0,0
doaal7kpwndmbmypz6kaiw,Michele,1,8589991597,0,8589961396
dobzww7jipsxwvpgtnpnoa,Sdot,5,8590260550,0,0
doetdadzg5xfbrgpvk5rgw,David,4,8589957047,0,8589961408
dof3axeprcohiy-1zxnsmw,Mark,0,8590232612,0,0
dokgpok5qbmgyd6qheh6-w,Victoria,0,8590257223,0,0
domtxdbybc2xvvmfhgkm7w,Kenneth,1,8590406348,0,0
dop-v2y68heyiw7xdqanoq,Jakob,5,8590012077,8589939354,0
dopgpzrhvs3h9jh6qmcwug,Ken,2,8590063883,0,0
dopkkgc8acr7zvmznyhqzw,Brent,7,8589936846,8589935408,8589961441
dorrz8un7buuzfwcnwky_q,Tricia,18,8590256051,8589943028,8589961450
dotx0wayk95xdcmalswwcw,Kati,9,8589949399,8589936890,8589961455
douw-zmxpcw8uliknyo7ea,Daniel,1,8589961987,0,8589961460
dowiwbxe2zp2gz_lq3gfma,Marisa,0,8590368972,0,0
dowvchjeh9mp_gaktqqv9w,Gail,0,8590254187,0,0
doytc8jzoo77ke3e6decvq,Carolyn,0,8589984011,0,8589961473
doz9inlpd04ic0mm1d9fbw,Bert,15,8589986030,8589940501,0
dozxq9mfdslcuvcmt1wi5g,Martin,18,8589954647,8589938787,8589961477
dp2vqrfb0xk5bd-acgzm1w,Linda,13,8589951120,8589935797,0
dp5rf2tjpz2p4sqbfkglga,Lauren,0,8590273428,0,0
dp9dbn4ir2is0ivnbmamja,Fraser,0,8590307104,0,8589961492
dp_7tbbppbpwokpveacjda,Dave,1,8590127758,0,0
dp_dibrvr5i9jbmpfzv_oq,Meg,0,8590396579,0,8589961494
dpcfgozqtpolg5cbpub8gw,Emily,0,8590218977,0,0
dpjbpbeyiza4gqrd4uhf6q,Ina,0,8590351600,0,0
dpkqw4rnybver67aatoi9g,Stacia,2,8590104751,0,0
dpnft4bhe6sld0n5vivewq,Truman,17,8590097967,8589943734,0
dpojcjccht2oblhzysca-q,Dionne,0,8590212325,0,0
dpplduojjiiruxjpzetrsg,Brian,0,8589934613,0,8589961533
dpqeect4pm7pzp8ppp6fsq,Hector,1,8590013386,0,0
dpqwjg0ujwvdsktclqy2na,David,0,8590079172,0,0
dpus3q5n-6rzveva9jam-q,Priya,2,8590164851,0,0
dpv16dti1fnpzqt5nmqixg,Raquel,10,8590130145,8589941633,0
dpw_h8y6ddem6zujyr9iza,Elise,10,8590137135,8589948115,0
dpyzsv64198z5ogywcvgta,Nikki,0,8590168148,0,0
dq3iiklutcgf-vorpfgaoa,Edward,0,8590158269,0,0
dq6osvxf7zmroerniswp5g,Rita,53,8590312121,8589942943,0
dqckw7gbc6mgywg5cxv0uq,Marissa,0,8590014454,0,0
dqcuyndf-xulivs-w8nvbg,Gui,9,8589991049,0,0
dqedztehchfkxgkhwnxwdq,Sarah,0,8590044135,0,0
dqfjsyvgnh5xipk4e79bra,Jason,0,8590215761,0,0
dqfqok80y8ynwkzch99yeg,Liliana,4,8589946905,0,0
dqg56fuqzjvvci0jrjubsa,Gail,0,8590213637,0,0
dqhpyf1doctmhv2-tljthg,Mike,1,8590228759,0,0
dqhwixupah2pplk5esrlag,Mary Jo,1,8590254561,0,0
dqjh6y1vcstslycyytwjsw,Nina,0,8590100561,0,8589961596
dqjsfx_g7fekn7hyn_zgzg,Rm,0,8590232228,0,0
dqmix8iica5ubdfcuxob0g,Amy,0,8590103352,0,0
dqqomfgl51aar2bh6bshwq,Michael,0,8590170036,0,0
dqwknov7c2genw3sv3rllq,Jay,0,8590306712,0,0
dqx8hfkzxcgmgrzjqjqibg,Kim,1,8590091449,0,0
dqzl39pwb52iohlqhp6yxw,Raymond,18,8589990032,0,0
dqzypyatdl93ao35d-n8oq,Connie,1,8590004186,0,0
dr-nnczp7nw9_dq48fcpia,Elizabeth,0,8590333123,0,0
dr7sinx-ns6jkivhkiztyw,Justin,0,8590259941,0,0
dr9fi2tvcz5lb9abf0hjca,J,0,8590233278,0,0
dr_fm89mgq2g4gmdvp-7mg,Terry,0,8589999306,0,0
dr_jairnockr2rxms3cq3a,Candy,1,8589998650,0,0
dr_miefe_nw-rwtpqkp4gg,Erika,4,8590106618,0,0
drc8fqxnakybfs4dur22fg,Tom,0,8589950920,0,0
dre86zpzze2jtzlpe1xpna,Depika,0,8590119262,0,0
drg1vxdx0nxq8usb6zv31q,Vince,0,8590073650,0,0
drgnwewqoyhtzpwdxmuppw,Michael,1,8589991382,0,0
dri6q33lu_p1xtpdx-d08q,Brad,0,8590224980,0,0
dri9tpacedp7cpthiowf8g,Tammy,2,8590274656,0,0
dri9wsu_4bq51oflqio4rw,Katie,0,8590344298,0,0
drizdfeypbu6ho9_0r2zca,John,0,8590172687,0,8589961682
drlchfjai-bdsdhqumkvag,Kaitlin,3,8590159833,8589941748,0
drly6tvotm9nc3ehpxaj7q,Dave,0,8590122950,0,0
drncaab4rhyerjsg4z8o7w,Joe,0,8590300009,0,8589961699
droa2_d9avky56s9vwh8ka,Joy,0,8590022837,0,8589961700
drpyj2ro1vxf2bejn3bvig,Lauren,14,8590236488,8589940963,0
drruno_opvftcl0piew-0q,Rachel,191,8589935050,8589936700,8589961710
druij7o8kwqiirou6k64bw,Brad,0,8590423432,0,0
drxeotgg34ovwwskbayshg,King,0,8590241769,0,0
drxge04uglr-qyf2ygcchq,Saandiiii,0,8590367989,0,0
drzhmdfcqawqq4crdi1dmq,Josh,0,8589968093,0,8589961730
drzlzytvjhzelnzndjvmnw,Chris,0,8590045357,0,0
ds-ubgi-gu5rz3tfcldolq,Bill,0,8590283783,0,0
ds2em4zhvsc9bqp-jtvekq,Sally,0,8589972261,0,0
ds4lsbjbiwwwrw6xn4tyxw,Melvo,0,8590163422,0,0
ds7kxy-jznyafaqtv3fr3g,Michael,1,8590002830,0,0
ds_asnyjrz5dwwwoplagqa,Keith,0,8590139336,0,0
ds_lopbmfyku1ddimuusia,Dan,0,8590183467,0,0
dsd0l_lxhbprk9q0xkrowa,Mark,2,8590262713,0,0
dsg3zaalzbchwuujemsfvw,Krystal,0,8590295324,0,0
dsghk6bz1icmpyrve36dtq,Jay,0,8590308618,0,0
dsgyj0xje10ntnjjsoe7ow,Alison,6,8590138901,8589943266,0
dshrs_fg0vp3tdocq7nvkg,Jessica,0,8589981524,0,8589961778
dshxs-bqk4b5f-wa-l_pzg,Jeanette,11,8590142636,0,0
dsmgnguonzifbrwhykiqxw,Yizhou,2,8590076803,0,8589961796
dspfotoscah3lev3l1fppq,Zach,52,8589970757,8589936909,0
dspuka-13olflt_khbjw_g,Hazel,0,8590293531,0,0
dspxdbllqdrfa_khv91bha,Corin,6,8590118068,8589946864,0
dsqbulxgqfk1254tuzl9wg,Benjamin,6,8590123513,8589945995,0
dsswjzbxbgn_acycvnvbcq,Rob,0,8590291487,0,0
dswpk49op1xao8cmtfct7a,Patrice,0,8590023766,0,0
dsx3miqity3ovi8mkn0i4w,Andy,267,8589951733,8589937950,8589961832
dsxr_rbnr74hd2heottwea,Nicole,0,8590067951,0,8589961835
dsynr8typkvmvg2dcklzgq,Donny,2,8590413728,0,0
dt-aj8gumqrrngqhnakyqq,Aceman,0,8590373429,0,0
dt62t3dpjm8si3wtmtrfyw,Montique,0,8589947486,0,0
dt6jcqxclcvxf75iawbnig,Derek,0,8590235456,0,0
dt9cehaxgbislphiikvbsq,Carl,0,8590376388,0,0
dt_zktbebtkbhzidjkx-9g,Julia,3,8590360286,0,0
dtajketyfotsskjcd33sow,Belle,31,8590077360,8589948840,8589961857
dtanlcid8_m1l49zk1ypfw,Luis,11,8589939438,0,8589961858
dtaugabgols-tewseut7ca,Sara,0,8590212641,0,0
dtbyidaa8xc7-gqz0-or_g,M.,1,8590175365,0,0
dtcriohwwskpvn0piv-g9w,Rich,0,8589986018,0,0
dtcxv_kbfxx-hpzsyie4hg,Maddy,1,8590062582,0,8589961864
dtcyw_ruyum-j83emwdnuq,Dee,62,8590240628,8589951521,0
dtfhmdwwnmqb_72rugxshg,Willie,0,8590221969,0,0
dtg2o04evge500bnglcr1w,vctry,2,8590095744,0,8589961877
dtguzyvi3wzzg3nkpsy0rg,Bill,0,8590047228,0,0
dtjwjkd3arlysu4ahxknog,Tommie,0,8590272454,0,0
dtkzeeeocgsjtmka9_b7ig,Kristie,35,8589987616,8589938252,0
dtmxwygsu10jtyacsrqrwg,Tyson,0,8590380486,0,0
dtnaamatdospsv-40db23q,Ashley,2,8590007726,0,0
dttswaaaumpb_ded1hipbg,Fran,0,8590277401,0,0
dtufzgewdyi5e3vtomsosw,Keith,0,8590163062,0,0
dtuiig7ltjvwj1s-qgxhsw,Tameca,0,8590382437,0,8589961921
dtvxw3lfq6ircxaanj6qdw,Alan,1,8589940054,0,0
dtvyk_gx9mjgb9fn555ppg,Rebecca,4,8589973479,0,8589961929
dtyfkishu5znb9re3iyf_w,Jessica,0,8590281911,0,0
dtz2pfga6ujxhoqjou7hrq,Pat,0,8590391182,0,0
du-0ql2foxuknhfkxai3va,Carol,1,8590254395,0,0
du0fqzvg6j1tmuepk-uo8g,Ashley,0,8590183533,0,0
du1kzyt04bdh4p561r6pww,Shannon,2,8590205033,0,0
du2t_2kiynygl28g-zh2tq,E.,0,8590048948,0,0
du3_mbewg3ztjs87pypodg,Rob,1,8590370274,0,0
du4gtwj1qi8gj4u_blll7w,Wendy,0,8589985442,0,0
du4oppro3ovljjffdw_ieq,Mindee,3,8589969346,0,8589961945
du6efpjlbov3kkogfu8wkg,Jillian,0,8590418054,0,0
du7jqsmtkyowmslhesqzsq,Anthony,0,8590420063,0,0
du7r0xy0kkjl24hht9t4fa,Leslie,0,8589965322,0,0
du_duj_zqg17lszwgaiouw,Rick,0,8590221912,0,8589961951
duaxd9_8wlrkl-trx1eiaw,Mark,0,8589967344,0,0
ducvac-i1pnhcweuyfy-7q,Jeffrey,0,8590359621,0,8589961967
dulveag14w90lct2bwhdeq,Kaitlin,0,8590162768,0,0
dum0kaokobqkhzquo-vgdq,Shirley,8,8590342314,0,0
dunzcnxq3v0vwrygw7e1la,Chad,0,8590037163,0,0
durpywr9gxzwezraok41qq,Christine,0,8589951755,0,0
duruzz-gitlp34qyw8s1oa,Alida,39,8589998835,8589935053,0
dus7e1bmqbf62iqg8rarua,Sophia,132,8589980623,8589943688,0
duv9glvom0nunqjs6a5uga,Ariel,0,8589996911,0,8589962015
duxnnl2vniclnlt6t-yvtg,Lauren,0,8590406767,0,0
duyeyca586iaruaqsfpgsw,Byron,5,8590038446,0,0
duzkf7io2ufc5zjem-xsnq,Valerie,1,8590267578,0,0
dv1rxcxs539y2ilrukd9ja,Nika,0,8590228773,0,8589962027
dv4bqctqfmmoysqt-z7smq,Laurinda,0,8590213556,0,0
dv6cembhqqfvxagrvytkow,Stacy,0,8590356111,0,0
dvbpuhvpcy0s-0g1lbt5xa,W,1,8590145339,0,0
dvfdfcst0pwyvjg-xkwftq,Christopher,11,8589986685,0,0
dvftcn7kfph5agcvp3_wnw,Kerry,3,8590027245,0,0
dvhmoeoufuemxt9hm05oxg,Carol,0,8590330302,0,0
dvnncmkfcxubhzjuawbzga,Jacky,4,8590057846,0,0
dvnqbpi7z8nnljao7hq69q,Emily,0,8590042885,0,0
dvp7slfekthhb98bbb54mw,Kari,1,8590073818,0,8589962082
dvp8pq7qzv11_0968ahxmq,Enid,59,8590405222,8589948785,0
dvpuua394wzdh6osfksuta,Rick,2,8590304384,0,8589962084
dvpzh4qnju5jzj7ld00hrg,Al,0,8590028798,0,0
dvtkylqb2elhfm_iihccba,Tina,0,8590339028,0,0
dvu83qwksnnbgvnvq3mv7a,William,41,8589956329,8589938706,0
dvu9iond8c-c6gfuq45k6a,Larry,0,8590128090,0,0
dvxyzesbfm9nfkvdp6-2ia,Melanie,0,8589984874,0,0
dw0-db2e5ld8tnt__azgqg,April,0,8590353152,0,0
dw0rk6jgrc0_ggb2aufexg,Audree,0,8590031595,0,0
dw6bawm1hbpdk_cgs_a2ha,Marie,7,8589944200,8589934664,8589962130
dw8jpeutq0qj4kqyswm0uq,Brian,1,8589959697,0,0
dwadm4f8dwpfmgobqtsf1g,Joey,2,8590200349,0,0
dwahmf3pnje9wiyzy3ynnw,Tammy,5,8590405164,0,0
dwbfxlbhcd-fv0y0co-hrq,Sarah,2,8590111016,0,0
dwh2bg-jjzywsmonsekdug,Rich,9,8590002320,8589934701,0
dwkdnjmsft2rnqqtcxis3a,Patrick,1,8590148967,0,0
dwleobfztvaifyruituyqw,Jeeter,1,8589952061,0,8589962161
dwljaopoh809tshlkdlatg,Sherwin,0,8590332150,0,0
dwnwecglzimmra1n5iyg9w,A,1,8590248575,0,0
dwo380nhrxz0wieii47fzq,Robert,1,8589997271,0,0
dwqlcgxmqfsoghevuqk9fq,Emily,33,8589994700,8589937013,0
dwtmxbmubdua35krh6y4wq,Elizabeth,0,8590212421,0,0
dwtthiouqptfpy6ujngnuq,Mackenzie,2,8590222885,0,0
dwuphh4b4csct2ymmaoegg,Jacqueline,147,8589983908,8589940628,8589962182
dwvmlgjpsnu82ctlcbsmga,Kelli,0,8590203204,0,0
dx2gqsfhsm4fpclrbv3d0a,Alicia,0,8589936799,0,8589962206
dx2p6jirfvv9urf6hkiz5q,Perry,0,8590281914,0,0
dx4cxudjmih8o2nv5yaurq,Veronica,6,8590410701,0,0
dx7akinh_iv9p2upy3f0ma,Mary,16,8590268484,8589942402,8589962215
dxccqgjgbr8ir5qyfi0yfw,Jeff,5,8590326438,0,8589962224
dxdhi9gerqfebeeb6xssdw,Shawday,15,8590113896,8589945444,8589962227
dxdrygw09vxygtders21iq,Virginia,2,8590065121,0,0
dxefym9reffhk2b-sndyfq,Stacey,1,8590419003,0,0
dxgtcdyj4pugy5v2g6p24q,Roxanne,2,8590029064,0,0
dxhau5i1ry8kil4rf02-6q,Natalie,0,8590024506,0,0
dxlev9djaikwcbvyfvhv-a,Josh,34,8589977155,8589934982,8589962246
